time (seconds),encoderLeft (meters),encoderRight (meters)
164,0.271557480096817,2.0819284915924072
164.099,0.2692071199417114,2.084277391433716
164.201,0.26685670018196106,2.0866262912750244
164.301,0.26450639963150024,2.088975191116333
164.4,0.26215606927871704,2.0913240909576416
164.5,0.25980573892593384,2.09367299079895
164.601,0.25745534896850586,2.096021890640259
164.699,0.25510501861572266,2.0983707904815674
164.801,0.25275468826293945,2.100719690322876
164.901,0.25040432810783386,2.1030685901641846
164.997,0.2480539232492447,2.105417251586914
165.103,0.24570362269878387,2.1077661514282227
165.201,0.24335326254367828,2.1101150512695312
165.299,0.24100299179553986,2.11246395111084
165.398,0.23865261673927307,2.1148128509521484
165.501,0.23630233108997345,2.117161750793457
165.602,0.23395198583602905,2.1195106506347656
165.7,0.23160164058208466,2.121859550476074
165.799,0.22925129532814026,2.124208450317383
165.901,0.22690093517303467,2.1265573501586914
166.001,0.22455063462257385,2.128906488418579
166.098,0.22220030426979065,2.1312551498413086
166.2,0.21985000371932983,2.1336042881011963
166.301,0.21749965846538544,2.135953187942505
166.401,0.21514934301376343,2.1383020877838135
166.499,0.21279899775981903,2.140650987625122
166.599,0.21044865250587463,2.1429998874664307
166.706,0.2080983817577362,2.1453487873077393
166.8,0.20574800670146942,2.147697687149048
166.9,0.20339767634868622,2.1500465869903564
167.001,0.20104731619358063,2.152395486831665
167.099,0.198697030544281,2.1547443866729736
167.199,0.1963466852903366,2.1570932865142822
167.301,0.1939963400363922,2.159442186355591
167.399,0.191646009683609,2.1617910861968994
167.501,0.1892957240343094,2.164139986038208
167.6,0.1869453638792038,2.1664888858795166
167.701,0.1845950186252594,2.168837785720825
167.801,0.1822447031736374,2.171186685562134
167.901,0.1798943728208542,2.1735355854034424
168,0.1775440126657486,2.175884485244751
168.097,0.1751936674118042,2.1782333850860596
168.197,0.1728433221578598,2.180582284927368
168.301,0.17049294710159302,2.1829311847686768
168.403,0.16814255714416504,2.1852800846099854
168.501,0.16579225659370422,2.187628984451294
168.599,0.16344183683395386,2.1899778842926025
168.699,0.16109152138233185,2.192326784133911
168.804,0.15874114632606506,2.1946756839752197
168.899,0.15639084577560425,2.1970245838165283
168.999,0.15404045581817627,2.199373483657837
169.1,0.15169011056423187,2.2017223834991455
169.199,0.1493397355079651,2.204071283340454
169.299,0.14698942005634308,2.2064201831817627
169.405,0.1446390300989151,2.2087690830230713
169.499,0.1422886699438095,2.21111798286438
169.601,0.13993830978870392,2.2134668827056885
169.701,0.13758794963359833,2.215815782546997
169.791,0.13523758947849274,2.2181646823883057
169.9,0.13288722932338715,2.2205135822296143
169.998,0.13053685426712036,2.2228622436523438
170.1,0.12818649411201477,2.2252111434936523
170.2,0.12583617866039276,2.227560043334961
170.298,0.12348578125238419,2.2299089431762695
170.4,0.12113542854785919,2.232257843017578
170.501,0.11878511309623718,2.2346067428588867
170.601,0.1164347231388092,2.2369556427001953
170.701,0.1140843853354454,2.239304542541504
170.798,0.11173397302627563,2.2416534423828125
170.891,0.10938359797000885,2.244002342224121
171,0.10703326016664505,2.2463512420654297
171.097,0.10468284040689468,2.2487001419067383
171.205,0.10233248025178909,2.251049041748047
171.299,0.09998214989900589,2.2533979415893555
171.399,0.09763176739215851,2.255746841430664
171.497,0.09528137743473053,2.2580957412719727
171.584,0.09293102473020554,2.2604446411132812
171.7,0.09058065712451935,2.2627933025360107
171.802,0.08823031187057495,2.2651422023773193
171.895,0.08587992191314697,2.267491102218628
172.004,0.08352956920862198,2.2698400020599365
172.101,0.08117920160293579,2.272188901901245
172.2,0.07882880419492722,2.2745378017425537
172.301,0.07647843658924103,2.2768867015838623
172.395,0.07412809133529663,2.279235601425171
172.502,0.07177773118019104,2.2815845012664795
172.593,0.06942737847566605,2.283933401107788
172.701,0.06707707792520523,2.2862823009490967
172.8,0.06472671031951904,2.2886312007904053
172.902,0.06237637996673584,2.290980100631714
172.999,0.06002599373459816,2.2933290004730225
173.1,0.057675592601299286,2.295677661895752
173.201,0.055325236171483994,2.2980265617370605
173.299,0.0529748760163784,2.300375461578369
173.396,0.05062456056475639,2.3027243614196777
173.51,0.048274192959070206,2.3050732612609863
173.602,0.04592384770512581,2.307422161102295
173.701,0.043573495000600815,2.3097710609436035
173.8,0.041223153471946716,2.312119960784912
173.899,0.03887280449271202,2.3144688606262207
174,0.03652244806289673,2.3168177604675293
174.099,0.03417214751243591,2.319166660308838
174.21,0.03182176873087883,2.3215155601501465
174.299,0.029471466317772865,2.323864459991455
174.401,0.027121076360344887,2.3262133598327637
174.501,0.02477080747485161,2.3285622596740723
174.594,0.022420458495616913,2.330911159515381
174.701,0.020070085301995277,2.3332600593566895
174.801,0.017719732597470284,2.335608959197998
174.896,0.015369380824267864,2.3379578590393066
175.001,0.013019075617194176,2.3403067588806152
175.101,0.010668697766959667,2.342655658721924
175.201,0.00831836462020874,2.3450045585632324
175.298,0.005968004465103149,2.347353458404541
175.4,0.003617670387029648,2.3497023582458496
175.501,0.0012673753080889583,2.352051258087158
175.6,-0.0010829720413312316,2.354400157928467
175.7,-0.0034332883078604937,2.3567490577697754
175.801,-0.005783622153103352,2.359097957611084
175.901,-0.008133964613080025,2.3614468574523926
176.001,0.011804324574768543,2.381432056427002
176.101,0.0318029448390007,2.40143084526062
176.2,0.051801592111587524,2.421429395675659
176.298,0.07180023938417435,2.4414279460906982
176.402,0.09179890900850296,2.4614267349243164
176.501,0.0918189287185669,2.461449384689331
176.602,0.08947041630744934,2.463796377182007
176.701,0.08712004125118256,2.4661452770233154
176.801,0.08476963639259338,2.468494176864624
176.9,0.08241923153400421,2.4708428382873535
176.999,0.08006882667541504,2.473191738128662
177.101,0.07771845161914825,2.4755406379699707
177.201,0.07536803930997849,2.4778895378112793
177.29,0.07301771640777588,2.480238437652588
177.401,0.09295544028282166,2.5002195835113525
177.5,0.11295410990715027,2.5202181339263916
177.6,0.13295279443264008,2.5402166843414307
177.7,0.15295147895812988,2.560215473175049
177.8,0.17295017838478088,2.580214023590088
177.901,0.1929488629102707,2.600212574005127
178.001,0.19296976923942566,2.6002352237701416
178.101,0.1906212568283081,2.6025822162628174
178.203,0.18827089667320251,2.604931116104126
178.3,0.18592053651809692,2.6072800159454346
178.409,0.18357017636299133,2.609628915786743
178.5,0.2035049945116043,2.629608154296875
178.603,0.2235036939382553,2.649606704711914
178.701,0.2435023933649063,2.669605255126953
178.8,0.2635010778903961,2.689603805541992
178.906,0.2834997773170471,2.7096025943756104
178.999,0.3034984767436981,2.7296011447906494
179.1,0.30351918935775757,2.7296245098114014
179.202,0.30117067694664,2.731971502304077
179.301,0.2988203465938568,2.7343204021453857
179.4,0.29646995663642883,2.7366693019866943
179.51,0.29411959648132324,2.739017963409424
179.601,0.29176920652389526,2.7413668632507324
179.698,0.2894188165664673,2.743715763092041
179.797,0.2870684862136841,2.7460646629333496
179.901,0.30700212717056274,2.7660434246063232
180.001,0.32700085639953613,2.7860419750213623
180.097,0.34699955582618713,2.8060405254364014
180.2,0.3669982850551605,2.8260393142700195
180.295,0.3869969844818115,2.8460378646850586
180.401,0.4069956839084625,2.8660364151000977
180.501,0.4070163071155548,2.866060256958008
180.595,0.40936243534088135,2.863710641860962
180.699,0.41171038150787354,2.861359119415283
180.8,0.43169593811035156,2.881289482116699
180.9,0.45169469714164734,2.9012880325317383
180.998,0.47169339656829834,2.9212865829467773
181.095,0.49169212579727173,2.9412851333618164
181.198,0.5116908550262451,2.9612836837768555
181.291,0.5316895842552185,2.9812822341918945
181.401,0.5317105054855347,2.9813060760498047
181.499,0.5340566039085388,2.978956460952759
181.601,0.536404550075531,2.976604700088501
181.699,0.5563869476318359,2.996534585952759
181.801,0.5763856768608093,3.016533136367798
181.899,0.5963844060897827,3.036531686782837
182.002,0.6163831353187561,3.056530237197876
182.101,0.6363818645477295,3.076528787612915
182.2,0.6563805937767029,3.096527338027954
182.301,0.6763792634010315,3.1165261268615723
182.401,0.676400363445282,3.116549015045166
182.5,0.6787465214729309,3.11419939994812
182.601,0.6987290978431702,3.134129762649536
182.701,0.7187278866767883,3.1541285514831543
182.789,0.7387266159057617,3.1741271018981934
182.901,0.7587253451347351,3.1941256523132324
182.999,0.7787240147590637,3.2141242027282715
183.098,0.7987227439880371,3.2341227531433105
183.201,0.8187214732170105,3.2541213035583496
183.299,0.818742036819458,3.2541451454162598
183.401,0.8210881948471069,3.2517952919006348
183.498,0.8234361410140991,3.249443769454956
183.6,0.8257840871810913,3.2470922470092773
183.702,0.8281319737434387,3.2447407245635986
183.799,0.8304799199104309,3.242388963699341
183.901,0.8328279256820679,3.240037441253662
184.001,0.8351759314537048,3.2376859188079834
184.101,0.8551607131958008,3.2576191425323486
184.201,0.8751595616340637,3.2776176929473877
184.301,0.8951583504676819,3.2976162433624268
184.4,0.9151571989059448,3.3176145553588867
184.501,0.935155987739563,3.337613105773926
184.6,0.9551548361778259,3.357611656188965
184.7,0.9751536250114441,3.377610206604004
184.8,0.9751745462417603,3.3776330947875977
184.897,0.9775206446647644,3.3752832412719727
184.993,0.9798685908317566,3.372931718826294
185.101,0.9998540282249451,3.392864942550659
185.201,1.0198527574539185,3.4128634929656982
185.3,1.0398515462875366,3.4328620433807373
185.4,1.0598502159118652,3.4528605937957764
185.49,1.0798490047454834,3.4728591442108154
185.595,1.099847674369812,3.4928576946258545
185.7,1.1198464632034302,3.5128562450408936
185.8,1.1198668479919434,3.5128798484802246
185.899,1.1222128868103027,3.5105299949645996
186,1.124560832977295,3.508178472518921
186.101,1.126908779144287,3.505826950073242
186.2,1.1292567253112793,3.5034751892089844
186.299,1.1316046714782715,3.5011236667633057
186.401,1.1339526176452637,3.498772144317627
186.501,1.1363006830215454,3.4964206218719482
186.599,1.156288743019104,3.516357660293579
186.701,1.1762875318527222,3.536356210708618
186.799,1.1962863206863403,3.5563547611236572
186.9,1.2162851095199585,3.5763533115386963
187.001,1.2362838983535767,3.5963518619537354
187.099,1.2562826871871948,3.6163504123687744
187.201,1.2762813568115234,3.6363487243652344
187.301,1.276301622390747,3.63637113571167
187.397,1.278647780418396,3.634021520614624
187.501,1.2809957265853882,3.631669759750366
187.599,1.3009848594665527,3.6516075134277344
187.7,1.320983648300171,3.6716060638427734
187.795,1.3409823179244995,3.6916046142578125
187.9,1.3609811067581177,3.7116031646728516
187.999,1.3809798955917358,3.7316017150878906
188.099,1.4009785652160645,3.7516002655029297
188.191,1.4209773540496826,3.7715988159179688
188.295,1.4409761428833008,3.791597366333008
188.401,1.4609748125076294,3.811595916748047
188.5,1.4609949588775635,3.8116188049316406
188.601,1.4633411169052124,3.8092691898345947
188.699,1.4656890630722046,3.806917667388916
188.797,1.4680370092391968,3.8045661449432373
188.901,1.470384955406189,3.8022146224975586
188.997,1.4727330207824707,3.79986310005188
189.1,1.475080966949463,3.797511577606201
189.2,1.4950709342956543,3.8174493312835693
189.301,1.5150697231292725,3.8374478816986084
189.401,1.535068392753601,3.8574464321136475
189.504,1.5550670623779297,3.8774452209472656
189.602,1.5750658512115479,3.8974437713623047
189.698,1.5950645208358765,3.9174423217773438
189.799,1.615063190460205,3.937440872192383
189.892,1.6350619792938232,3.957439422607422
190.001,1.6550606489181519,3.977437973022461
190.101,1.6550803184509277,3.97745943069458
190.196,1.657426357269287,3.975109815597534
190.302,1.6597743034362793,3.9727582931518555
190.401,1.6621222496032715,3.9704065322875977
190.51,1.6644701957702637,3.968055248260498
190.602,1.6668182611465454,3.9657037258148193
190.689,1.6868079900741577,3.985642194747925
190.802,1.7068066596984863,4.005640983581543
190.9,1.7268054485321045,4.025639533996582
191.001,1.746804118156433,4.045638084411621
191.101,1.7668027877807617,4.06563663482666
191.199,1.7868015766143799,4.085635185241699
191.305,1.8068002462387085,4.105633735656738
191.401,1.826798915863037,4.125632286071777
191.489,1.8467977046966553,4.145630836486816
191.596,1.8468170166015625,4.145652770996094
191.7,1.8491630554199219,4.143303394317627
191.801,1.851511001586914,4.140951633453369
191.9,1.8538589477539062,4.138599872589111
192.001,1.8562068939208984,4.136248588562012
192.1,1.8585549592971802,4.133896827697754
192.198,1.860903024673462,4.131545543670654
192.294,1.863250970840454,4.129194259643555
192.4,1.8655990362167358,4.126842498779297
192.499,1.8855878114700317,4.1467790603637695
192.6,1.90558660030365,4.166777610778809
192.704,1.925585389137268,4.186776161193848
192.802,1.9455840587615967,4.206774711608887
192.902,1.9655828475952148,4.226773262023926
193.002,1.9855815172195435,4.246771812438965
193.099,2.005580425262451,4.266770362854004
193.199,2.0255789756774902,4.286768913269043
193.292,2.0455777645111084,4.306767463684082
193.4,2.0655765533447266,4.326766014099121
193.502,2.065596580505371,4.326788902282715
193.6,2.0679426193237305,4.32443904876709
193.699,2.0702905654907227,4.322087287902832
193.801,2.0902788639068604,4.342022895812988
193.892,2.1102776527404785,4.362021446228027
194,2.1302764415740967,4.382019996643066
194.1,2.150275230407715,4.4020185470581055
194.201,2.170274019241333,4.4220170974731445
194.299,2.190272808074951,4.442015647888184
194.401,2.2102715969085693,4.462014198303223
194.497,2.2302703857421875,4.482012748718262
194.6,2.2502689361572266,4.502011299133301
194.701,2.2702677249908447,4.52200984954834
194.799,2.290266513824463,4.542008399963379
194.901,2.310250997543335,4.5619707107543945
195.001,2.3102645874023438,4.561999320983887
195.098,2.312610626220703,4.559649467468262
195.199,2.3149585723876953,4.557298183441162
195.299,2.33493971824646,4.577229976654053
195.4,2.3549325466156006,4.597222805023193
195.5,2.374927043914795,4.617213726043701
195.6,2.3949220180511475,4.637199878692627
195.7,2.4149160385131836,4.657161712646484
195.801,2.4349093437194824,4.677094459533691
195.899,2.454902410507202,4.6970391273498535
196.001,2.474886178970337,4.716982841491699
196.102,2.494870185852051,4.736939430236816
196.197,2.5148556232452393,4.756906509399414
196.304,2.534841775894165,4.776881217956543
196.401,2.554827928543091,4.796861171722412
196.5,2.5748136043548584,4.8168463706970215
196.602,2.5947952270507812,4.836825370788574
196.701,2.614776134490967,4.856813430786133
196.794,2.6347618103027344,4.876806259155273
196.9,2.6547510623931885,4.896789073944092
197.001,2.6547398567199707,4.8968305587768555
197.1,2.657021999359131,4.8944878578186035
197.199,2.6770102977752686,4.914423942565918
